,Description,Label
3895,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. ,pos
3896,The job abended due to the brj and TODS server Unlink. the job was restarted after some time and completed successfully.,pos
3897,Source file not available. Job re-run and completed once the file was available.,pos
3898,job has been reprocessed after data fix,pos
3899,"tdata tbload issue. Job re-run successfully after tbload release.
",pos
3900,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
3901,On re-run job completed successfully.,pos
3902,Job got failed due to file unavailability. Then schedule  has been cancelled for the day.,neg
3903,will be run along with today's batch,pos
3904,rerun was successful after data fix,pos
3905,Job got failed due to brj issue. Then issue fixe d and job was re-started.,neg
3906,Job got failed due to brj issue. Then issue fixe d and job was re-started.,neg
3907,On re-run job completed successfully.,pos
3908,"TODS server issue, job will be rerun after the restart of the server.",pos
3909,Job got failed due to file unavailbility. Then issue was fixed and job was re-started.,neg
3910,Job got failed due to file unavailability. Then schedule  has been cancelled for the day.,neg
3911,Job got failed due to connectivity issue and issue resolved and job was re-started.,neg
3912,Self-lock occured. Job was killed and completed by running the query manually.,neg
3913,"On re-run job completed successfully.
",pos
3914,"scheduler issue, job has been reprocessed",pos
3915,brj issue.On re-run job completed successfully.,pos
3916,On re-run job completed successfully.,pos
3917,Job got failed in count validation and it was executed successfully on the re-run.,neg
3918,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3919,"login time out,job has been rerun",pos
3920,Failed due to lock issue and on re-running job got completed successfully.,neg
3921,Job completed successfully on re-run.,pos
3922,Source file not available. Job re-run and completed once the file was available.,pos
3923,reraun was successful,pos
3924,Failed due to lock issue . On re-run job was successful.,pos
3925,"source file issue, liaising with source and dev team for fix",pos
3926,"Job was not triggering from brj.

Job executed successfully at back end.
",pos
3927,Job got failed due to tbload issue. Then issue was fixed and job was re-started.,neg
3928,"Self-lock occured. Job was killed and completed by running the query manually.
",neg
3929,"spool space issue, currently investigating on the issue",pos
3930,tdata tbload issue. Job re-run successfully after tbload release.,pos
3931,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3932,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3933,brj unlink issue.,pos
3934,"
The job failed due to link failure in brj.We ran the manually and completed successfully.",neg
3935,Source file not available. Job re-run and completed once the file was available.,pos
3936,"batch cancelled
",neg
3937,Job executed successfully at back end.,pos
3938,Job was not triggering from brj. Manually executed the job from back end.,pos
3939,Job got failed due to duplicate issue. Then issue was fixed and job was re-started,neg
3940,on rerun the job completed successfully,pos
3941,incorrect deadline,pos
3942,On re-run job completed successfully.,pos
3943,job will be run along with next day's batch,pos
3944,"login time out, successful on rerun ",pos
3945,"Job was not triggering from brj.

Job executed successfully at back end.",pos
3946,"scheduler issue, job has been reprocessed",pos
3947,Job got failed due to script failure. Then issue was fixed and job was re-started.,neg
3948,"Named-pipe error. tbload was released and job re-run successfully.
",pos
3949,The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.,neg
3950,Job got failed due to brj issue. Then issue was fixed and job was re-started.,neg
3951,data issue,pos
3952,"Self-lock occurred. Job was killed and completed by running the query manually.
",neg
3953,Job got failed due to tbload issue. Then issue was fixed and re-executed.,neg
3954,The job abended due to the duplicate data issue. The issue was fixed and the job was restarted and completed successfully.,pos
3955,The job failed due to log in time out error.We have re-executed the job and completed successfully.,neg
3956,Failed due to source database issue.Completed successfully after reexecuting.,neg
3957,job has been rerun after data fix,pos
3958,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
3959,Source issue and job re-run once the issue was resolved.,pos
3960,Jobfailed on collect stats procedure. The procedure was executed mannaully at back end and the job was marked as completed.,pos
3961,Job executed successfully at back end.,pos
3962,On re-run job completed successfully.,pos
3963,The job abended due to the Open hub connection issue with BW source system. We have restarted once the connection has been reset and it completed successfully.,pos
3964,"job has been killed and teh parsing will be carried out, manually.",neg
3965,Source file not available. Job re-run and completed once the file was available.,pos
3966,Source file not available. Job re-run and completed once the file was available.,pos
3967,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
3968,"job has been failed due to server restart, job has been reprocessed now.",neg
3969,"Self-lock occurred. Job was killed and completed by running the query manually.
",neg
3970,On re-run completed successfully.,pos
3971,"
On re-run job completed successfully.",pos
